"","Latin.name","Family","Origem..Fonte..Flora.do.Brasil.2020.","Brasil","order","family","pollinator.spp","group"
"534","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochloropsis heterochroa","Bees"
"535","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochloropsis laera","Bees"
"536","Capsicum annuum L.","Solanaceae","South and Central America","Exotica","Hymenoptera","Halictidae","Augochloropsis wallacei","Bees"
"537","Annona squamosa L.","Annonaceae","Mexico to Colombia","Exotica","Coleoptera","Nitidulidae","Carpophilus sp.","Other insects"
"538","Annona squamosa L.","Annonaceae","Mexico to Colombia","Exotica","Coleoptera","Nitidulidae","Haptoncus ochraceus","Other insects"
"539","Eugenia bergii Nied.","Myrtaceae","Brazil","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"540","Eugenia bergii Nied.","Myrtaceae","Brazil","Nativa","Hymenoptera","Apidae","Melipona obscurior","Bees"
"541","Eugenia bergii Nied.","Myrtaceae","Brazil","Nativa","Hymenoptera","Apidae","Xylocopa bimaculata","Bees"
"542","Eugenia selloi B.D.Jacks","Myrtaceae","Brazil","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"543","Glycine max (L.) Merr.","Fabaceae","Russian Far East to China and Temp. E. Asia","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"544","Citrus reticulata Blanco","Rutaceae","Himalaya to S. Central & S. Japan and Australia","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"545","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Andrenidae","Acamptopoeum prinii","Bees"
"546","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Andrenidae","Oxaea flavescens","Bees"
"547","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Apis mellifera","Bees"
"548","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Bombus morio","Bees"
"549","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Bombus pauloensis","Bees"
"550","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Centris aenea","Bees"
"551","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Centris fuscata","Bees"
"552","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Centris tarsata","Bees"
"553","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Centris varia","Bees"
"554","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Epicharis flava","Bees"
"555","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Euglossa sp.","Bees"
"556","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Eulaema nigrita","Bees"
"557","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Exomalopsis analis","Bees"
"558","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Exomalopsis auropilosa","Bees"
"559","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Euxomalopsis fluvofasciata","Bees"
"560","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Exomalopsis minor","Bees"
"561","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Frieseomelitta sp.","Bees"
"562","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Melipona quinquefascia","Bees"
"563","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Thygater analis","Bees"
"564","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Trigona fulviventris","Bees"
"565","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Trigona fuscipennis","Bees"
"566","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Trigona spinipes","Bees"
"567","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"568","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Xylocopa muscaria","Bees"
"569","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Apidae","Xylocopa suspecta","Bees"
"570","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Halictidae","Augochlora sp.","Bees"
"571","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Halictidae","Augochloropsis callichroa","Bees"
"572","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Halictidae","Augochloropsis cupreola","Bees"
"573","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Halictidae","Augochloropsis electra","Bees"
"574","Solanum lycopersicum L.","Solanaceae","Peru","Exotica","Hymenoptera","Halictidae","Augochloropsis smithiana","Bees"
"575","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Apidae","Apis mellifera","Bees"
"576","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Apidae","Centris fuscata","Bees"
"577","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Apidae","Frieseomelitta flavicornis","Bees"
"578","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Apidae","Scaptotrigona postica","Bees"
"579","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Apidae","Trigona fuscipennis","Bees"
"580","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Apidae","Xylocopa sp.","Bees"
"581","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Brachygastra lecheguana","Other insects"
"582","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Omicron sp.","Other insects"
"583","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Polistes canadensis","Other insects"
"584","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Polybia ignobilis","Other insects"
"585","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Polybia platycephala","Other insects"
"586","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Polybia ruficeps","Other insects"
"587","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Protonectarina sylveirae","Other insects"
"588","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Protopolybia exigua","Other insects"
"589","Spondias tuberosa Arruda","Anacardiaceae","Brazil","Nativa","Hymenoptera","Vespidae","Zethus mexicanus","Other insects"
"590","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Bombus morio","Bees"
"591","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Centris aenea","Bees"
"592","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Centris flavifrons","Bees"
"593","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Centris obsoleta","Bees"
"594","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Melipona quadrifasciata","Bees"
"595","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Melipona scutellaris","Bees"
"596","Bixa orellana L.","Bixaceae","Mexico to S. Tropical America","Nativa","Hymenoptera","Apidae","Xylocopa frontalis","Bees"
"597","","","","","","","","Bees"
